body,title
['Los conmovedores mensajes de la familia del hombre asesinado delante de su hijo de 4 años'],"['  Un hombre de 49 años fue asesinado este lunes por la tarde cuando quiso evitar que le roben el auto con su hijo adentro en la localidad bonaerense Valentín Alsina, Lanús. \n', '   Familiares de Omar Jorge Szkarlatiuk volcaron su dolor en las redes sociales, donde recordaron a la víctima y pidieron justicia. ', '   ""Te quiero hermanito, no puedo entender que ya no estés"", escribió Carina desde Facebook. Y, entre otros mensajes, cerró: ""No tengo consuelo ni fuerzas"".   hermana-crimen-lanus.png     El posteo del hombre asesinado en Lanús delante de su hijo de 4 años (Facebook: Cari Dani Flia).   ""Primo querido, me duele el alma. Les declaro el infierno eterno para esas ratas inmundas que hoy te arrebataron la vida. Un hombre trabajador como muy pocos desde la juventud a junto a su papá (mi tío Teodoro), ejemplo de disciplina, y conducta"", indicó desde su cuenta Carlos Omar Chrystiuk Kondratiuk Y completó: ""Descansa en paz que de las ratas nos encargaremos nosotros. Un abrazo al cielo, primo, te voy a extrañar y mucho"". Cómo fue el crimen del hombre delante de su hijo de 4 años  Embed         Al menos dos asaltantes le arrebataron la vida a Omar Jorge Szkarlatiuk cuando, acompañado de su hijo de cuatro años, se dirigió hasta una casa de venta de pollos, donde había encargado una entrega. El hombre estacionó y dejó la puerta abierta del coche, al momento que fue a buscar mercadería, sobre la calle Liniers y Oliden. Szkarlatiuk, que se quedó en la vereda para no perder de vista a su hijo, se vio sorprendido por al menos dos delincuentes que bajaron de un Ford-Ka de color marrón y lo fusilaron en su afán de intentar evitar el robo, dado que dentro del vehículo se encontraba el nene. Pese a que los vecinos intentaron asistirlo hasta la llegada de la ambulancia, que tardó 45 minutos, los disparos en el pecho y el cuello fueron letales. Szkarlatiuk llegó sin vida al Hospital Evita de Lanús. Según relataron los testigos del hecho, los delincuentes lograron escapar y el nene, en estado de shock, recibió la atención de los frentistas hasta la llegada de su madre. ""Ver al nene llorando desconsoladamente fue terrible"", contó un vecino llamado Lucas, esta mañana, a TN. La causa se encuentra a cargo de la fiscalía a cargo del fiscal Martín Rodríguez de la Unidad Funcional de Instrucción 6 descentralizada de Lanús, que caratuló el caso como ""homicidio"". ']"
['El apasionado video que confirma el romance de Martín Salwe y Nenu López'],"['   Martín Salwe y Nenu López se conocieron en los pasillos del Bailando 2023 (América). Con el quiebre en el equipo del locutor y Milett Figueroa, ambos pasaron a ser pareja en el certamen y al parecer su química traspasó la pantalla. ', '   Lo que quizás parecía un juego para las cámaras y Marcelo Tinelli, terminó convirtiéndose en una realidad y los dos fueron vistos muy pegados en un boliche de la noche porteña. ', '   Si bien en el estudio reconocieron que se estaban conociendo y que tenían sentimientos por el otro, hasta el momento negaban el hecho de estar formalmente en pareja. Sin embargo, sus demostraciones públicas confirmaron todo. ""Salwe y Nenu. Pareja confirmada"", escribió la cuenta @elejercitodelam  junto al video donde se los ve besándose y abrazados de forma muy apasionada en medio de un boliche.   Embed         Martín Salwe se sinceró y habló de las tensiones que hubo con Milett Figueroa en el Bailando 2023 Este martes el participante del Bailando 2023 (América TV), Martín Salwe, habló del conflicto con Milett Figueroa, luego de que el dúo de baile decidiera separarse. Antes de bailar con su nueva pareja, quien también es su novia, Nenu López, el conductor Marcelo Tinelli quiso saber qué fue lo que realmente sucedió con la peruana. ""Creo que no pasó. Tiene que haber algo que tiene que suceder en un equipo de trabajo, que es una amistad en un punto"", comenzó diciendo Salwe.   Embed         ""Convivíamos y se cumplía con los ensayos, pero no trascendió. Y creo que para este concurso hay que generar un vínculo más de afinidad, de respeto. Y yo no pude con Milett. Intenté en muchos momentos. Yo también viví un par de cosas muy fuertes personales, a comienzo del certamen falleció mi cuñado. Fue una semana especial. No sentí en Milett esa contención. Y después cuando pasó todo lo de Israel también sentí lo mismo"", contó el bailarín. Y agregó: ""No quiere decir que me lleve mal, no quiere decir que hubo una falta de respeto, simplemente fuimos un equipo de trabajo que vino acá, se presentó, bailó y se fue. ¿Me preguntás la verdad? No me sentí cómodo, no me gustó el día que fue lo de la bachata y que invitó a bailar al profe, me sentí muy expuesto, porque me costó un montón la bachata, le dejé mi alma en cada coreografía, y no me gustó"". Más adelante, el joven dio a entender que Milett, a diferencia de él, no se llevaba bien con el resto de los compañeros. ""Ella era una persona que no se vinculaba mucho con el resto"", sostuvo. Acto seguido, el jurado opinó al respecto y Marcelo Polino le señaló a Salwe que él debería haber sido un buen anfitrión con la modelo, ya que ella es extranjera y no conoce a mucha gente local. ""Me parece que a vos te faltó un poco de empatía con ella, de acompañarla en el proceso de integrarla a la ciudad"", expresó Polino. Martín se defendió y le respondió: ""Yo hice de partenaire, hice de chofer, hice de psicólogo, hice de médico, hice de todo. Fui ese anfitrión que vos decís, no faltó eso"".  Milett Figueroa y Martin Salwe        \n']"
['La UCR se desmarcó del PRO y decidió no acompañar ni a Massa ni a Milei en el balotaje'],"['  El Comité Nacional de la Unión Cívica Radical (UCR) anunció esta tarde que "" no acompañará a ninguno de los dos candidatos (Sergio Massa y Javier Milei)"" en el balotaje del próximo 19 de noviembre, luego de una reunión de sus principales dirigentes en su sede central del barrio porteño de Congreso. ', '    Gerardo Morales: ""Mi límite es Milei, es un farsante""   Gerardo Morales: ""Mi límite es Milei, es un farsante""  Las autoridades de la Unión Cívica Radical (UCR) se reunieron en la sede del Comité Nacional para definir la estrategia del partido rumbo a la segunda vuelta electoral. ', '   Después de que la presidenta del PRO, Patricia Bullrich, anunciara su respaldo a Javier Milei, los dirigentes radicales sostuvieron que no acompañarán orgánicamente a ningún candidato. Del encuentro en la sede de Alsina participaron Gerardo Morales, Martín Lousteau, María Luisa Storani, Mario Negri, Luis Naidenoff, Karina Banfi y Pamela Verasay, entre otros.  ""La posición debe ser la neutralidad y no poner en riesgo la coalición"", expresó Negri al ingresar al encuentro. En declaraciones a la prensa, el cordobés agregó: ""Quiero decirles que mi mayor preocupación es mantener la cohesión del radicalismo en términos de mi partido, que no haya implosión de mi partido. También quisiera que no haya implosión en Juntos por el Cambio, pero tengo una enorme preocupación. Estamos viviendo un momento de enorme dificultad y no ha de ser el radicalismo el responsable de lo que pueda pasar"". Por su parte, Naidenoff consideró que ""cuando la Patria esta en peligro, hay que tener responsabilidad"", por lo que se manifestó a favor de la ""neutralidad"" para que la sociedad sea la que defina. ""Nos metieron en la trampa de los extremos, irresponsabilidad del K y de los que proponían el salto al vacío"", cuestionó el radical de Formosa.  milei morales.jpg       El comunicado de la UCR El país está viviendo una grave crisis económica, política, moral y social. Con una inflación creciente, niveles de pobreza y corrupción alarmantes, y una incertidumbre que afecta el día a día y la visión de largo plazo de todos los argentinos.   En ese estado de situación y con el deseo de revertirlo colectivamente fuimos a las urnas. Y la ciudadanía se expresó: la propuesta política de Juntos por el Cambio resultó tercera, quedando afuera del balotaje. Esto merece reflexión y autocritica profunda de todos los partidos de Juntos por el Cambio, así como de sus principales actores políticos.  La Unión Cívica Radical agradece el acompañamiento de los millones de argentinos que a lo largo de país acompañaron nuestras propuestas y rechazamos posiciones unilaterales inconsultas que no expresan los valores de Juntos por el Cambio  Nuestro partido tiene una extensa historia en defensa de la democracia, del respeto de los derechos humanos, de la ampliación de derechos sociales de manera sostenible, de compromiso con la educación y la salud públicas, así como también de un posicionamiento soberano en materia de política exterior.   Los argentinos colocaron a nuestra coalición en un rol de oposición. Y eso es lo que debemos hacer. Esa responsabilidad es sumamente relevante, ya que contamos con 10 gobernadores, cientos de intendentes, 93 diputados y 24 senadores nacionales.   Ese mandato de las urnas para con Juntos por el Cambio es el que vamos a honrar, reconstruyendo los liderazgos, los proyectos y las visiones que vuelvan a enamorar a los argentinos, al tiempo que controle y ponga los límites necesarios a quienes vayan ser gobierno nacional a partir del 10 de diciembre.   Los argentinos votaron, y son los únicos dueños de los votos. Ningún dirigente lo es. Cada uno de ellos decidira en el balotaje por su preferencia.  La UCR no apoyará a ninguno de los dos candidatos. Ninguno de los dos garantiza un futuro de progreso para la Argentina.  Sergio Massa es tan responsable como Alberto Fernández y Cristina Fernández de Kirchner del estado del país, de su empobrecimiento, del proceso inflacionario y del deterioro social y económico de Argentina.  El extremismo demagógico de Javier Milei se encuentra en las antípodas de nuestro pensamiento. Su plataforma política y la violencia que se desprende de sus palabras y gestos, atentando siempre contra la convivencia, no tienen nada que ver con nuestro partido. Jamás podríamos tener nada que ver con su espacio.   Tenemos la oportunidad histórica, a 40 años de recuperar la democracia, de terminar con las grietas que peligrosamente parecen multiplicarse y que sólo han servido para rédito personal y político de algunos sectores y actores.  Tenemos la responsabilidad de sacar el país adelante, desde el lugar que los argentinos nos han asignado. Y de construir un nuevo radicalismo, que sobre sus valores históricos convoque nuevamente a las mayorías, que represente los intereses nacionales y rescate lo mejor de nuestra tradición institucional. Con banderas y liderazgos renovados que permitan explicitar un camino claro, un proyecto de país para construir un futuro mejor.  A ese desafío convocamos a los argentinos.  ']"
"['Uno de los detenidos junto a ""El Croata"" había discriminado a una azafata de Aerolíneas Argentinas']","['  Uno de los socios del  financista Ivo Rojnica, alias “El Croata”, que fue capturado en el marco de una causa por lavado de dinero narco del Cartel de Sinaloa, Agustín Alberto Estrada Palomeque, empresario extranjero de 45 años, había protagonizado un acto discriminatorio contra una azafata de Aerolíneas Argentinas que derivó en un duro comunicado de la empresa de bandera. ', '   En su descargo, Aerolíneas Argentinas repudiando a Estrada Palomeque y su texto se viralizó por redes sociales: “Hace tres años publicamos este video en el que hacíamos autocrítica sobre la manera en que tratábamos a nuestras tripulantes en otros tiempos. Tenemos que reflexionar sobre ciertas prácticas que hay que prevenir y erradicar. Sobre los cuerpos de nuestras tripulantes NO SE OPINA MÁS”. ', '   Es que el detenido por la causa que es investigada por el juez federal Federico Villena, y que también tiene apresado a Federico Pulenta, había sido noticia cuando Palomeque, que fue detenido este martes en su domicilio de Montevideo al 1800, en Retiro, y luego trasladado a la División Crimen Organizado de la Policía de la Ciudad en Barracas, se volvió viral el 12 de octubre.    Embed          Las repudiable posteo de Estrada Palomeque Luego de haber compartido imágenes de una azafata durante un vuelo y de postear comentarios discriminatorios sobre la mujer en su cuenta de Instagram “agustine1000″ que ya no está on line. Sus dichos generaron un fuerte repudio. Como se ve y se escucha en el video, primero aparece el posteo con la imagen de la empleada de Aerolíneas, de espaldas en uno de los pasillos del avión, y la frase escrita: “Aerolíneas Argentinas. Empleado público 1: ¿cuál debe ser el perfil de la azafata que tenemos que contratar? Empleado público 2: ¡Tiene que ser ENORME así se traba entre los asientos! Contratada”. Luego, hizo un video mientras caminaba por el aeropuerto: “Quiero aclarar algo sobre el posteo anterior, no es culpa del chancho, sino del que le da de comer. Si sos un búfalo de dos metros de altura, no te postulas para azafata y azafato. No vas a cumplir tu potencial y vas a hacer mal tu trabajo porque no entrás en el avión, y aparte vas a molestar a toda la gente”. Y continuó: “En una empresa normal esto no pasa. Pero así le va a Aerolíneas, que está dirigida por subnormales y chorros. Eso pasa. Es como que yo me postule para entrar a un equipo de básquet de la NBA. Imaginate que mi padre es el dueño del equipo y me aceptan, ¡estoy cagando a mis compañeros, al equipo!”.  ']"
"['Las emotivas palabras de La Joaqui para la comediante de Got Talent Argentina: ""Hacés parte a la gente mayor""']","['   Este miércoles en Got Talent Argentina (Telefe) se presentó la actriz y comediante Eliana Schroh, actriz y comediante, quien logró pasar a la semifinal, luego de hacer reír a todo el estudio con su divertido monólogo sobre las aplicaciones de citas. ', '   “Creaste a un personaje muy alejado de vos, de hecho a vos no te conocemos. Tenés un talento enorme y deseo de verdad que se te cumplan tus sueños, te lo merecés. Sos una gran observadora y tenés mucho humor”, le dijo Flor Peña en su devolución. ', '   Emir Abdul le reveló a la participante, que hace su personaje de La Rusa, que es de sus ""actrices favoritas de acá y menos mal que trajiste de nuevo a la Rusa. Es hermoso lo que hacés”. Más adelante, Abel Pintos expresó: “Es un lujo para nosotros y para los que ven este programa haberte descubierto. Pasan muchas personas con talento superador y también personas que vienen a descubrir su talento. Vos viniste a presentarnos a toda una artista, y además de mostrar tu inevitable talento, nos regalaste la oportunidad de descubrirte como artista”. “Gracias, me emociona el alma”, le respondió entre lágrimas la participante. La Joaqui, contó que ama a sus abuelas, que toma el té con ellas y que incluso les pregunta para ""engancharse chongos"" antes que a sus amigos. Y agregó que lamenta la mala situación de los jubilados. “Lo único que le falta es que hagan parte a la gente mayor, que son tan sabios y nos dejan los recuerdos más lindos, y vos con tu show ahora hacés eso, los hacés parte”, expresó la cantante de RKT. ""Gracias por esa sensación de ámparo"", agregó.  Embed         El llamativo gesto de Abel Pintos al ver la performance de un guitarrista de 10 años en Got Talent Argentina En Got Talent Argentina (Telefe), Nicolás Gubetti, un guitarrista de diez años, tocó este lunes la canción Blackened, de Metallica, y su performance provocó que Abel Pintos se arrodillara ante él para alabarlo.  “Sos un tipo increíble, realmente. Lo que más me emociona es verte disfrutar como disfrutás y en eso tiene que ver las personas que nos contienen. Me emociona entonces saber que estás tan bien acompañado”, expresó el músico en relación al apoyo que el niño recibe de sus padres. “Nadie con algo tan grande sabe llevarlo adelante solo, es grande lo que tenés”, agregó el jurado. Por su parte, Flor Peña aseguró que ""hubo dos shows"". “Uno fuiste vos que la rompiste toda con tu actitud, que si no hubieses tocado bien, igual lo hubiésemos creído. El otro show fueron tus padres que no todos tuvieron la oportunidad de verlo, estaban aullando peor que yo. Tu papá no se arrancó los pelos porque sabe que ya le empiezan a quedar pocos”, dijo la actriz. “Sos una cosa de otro planeta y no solo tiene que ver con el talento porque tenés diez años. Te la creés bien y te la disfrutás”, sumó Peña. Al final, los amigos y padres de Nicolás subieron al escenario para alentar y acompañar al niño guitarrista metalero.  Embed          \n']"
['La primera foto de Osvaldo Laport y Solita Silveyra en el proyecto que los reúne tras 19 años'],"['  Soledad Silveyra y Osvaldo Laport volverán a trabajar juntos luego de 19 años de la última vez que protagonizaron una historia de amor. Los actores encabezarán un importante proyecto teatral, que estará en cartelera la próxima temporada.  ', '   ¿De qué se trata? De la obra La fuerza del amor, una historia que Jack Nicholson y Shirley MacLaine interpretaron en el cine. Esta será una adaptación de dicho film, que se estrenó en 1983. ', '   Esta remake teatral estará en cartelera en el Mutiteatro Comafi desde el 10 de enero, bajo la dirección de Corina Fiorillo y producción general de Ángel Malher y Leonardo Cifelli. PrimiciasYa accedió a la primera foto de Solita y Laport junto al resto del elenco. Julieta Ortega, Dolores Ocampo y Damián Iglesias acompañarán a los actores en esta comedia, que promete revivir la química única de esta dupla, que conquistó al público en Gasoleros y Amor en custodia.    Osvaldo Laport y Solita.jpg       Qué dijo Osvaldo Laport del meme ""Necesito hacerte el amor"" Osvaldo Laport habló de un meme que se hizo viral en las redes sociales. La imagen, que pertenece a una escena de la novela ""Amor en custodia"", es furor en la web. En la ficción, el actor se agarra la cabeza y le dice al personaje de Soledad Silveyra: ""Necesito hacerte el amor"".  Embed         En las redes, los usuarios suelen publicar la imagen de Laport agarrándose la cabeza y frases muy originales. El actor habló con La Nación sobre el meme que lo tiene como protagonista. ""Para mí es un privilegio que las nuevas generaciones, que no han tenido la posibilidad de ver novelas, aquellas épocas gloriosas de las novelas en nuestro país, puedan hacerlo a través de YouTube o a través de esta nueva modalidad que son los memes"", sostuvo.   image.png        \n']"
"['El propósito, eso que marca la diferencia: cómo lograr que los colaboradores conecten con él']","['  Cuando los trabajadores se encuentran conectados con un objetivo, se esfuerzan más y son menos propensos a abandonar su empleo. \n', '   Cuando los colaboradores dicen que su trabajo es significativo, es menos probable que renuncien y es más factible que se esfuercen más en su tarea. ', '   Mientras que cuando se sienten valorados y reconocidos, aumentan las posibilidades de que sean partícipes de la innovación y se adapten a las nuevas ideas. Por ello, cuando los colaboradores se conectan con un propósito y se encuentra motivados, las empresas también se ven beneficiadas por una mejora en la productividad. Este tema fue analizado por Great Place To Work® (GPTW), autoridad mundial en cultura organizacional, en un texto elaborado por su Content Manager, Ted Kitterman. Cómo se siente tener un propósito Propósito puede ser un término difícil de entender. ¿Es la misión de la empresa? ¿O la sensación de un individuo de generar impacto? ""A un nivel muy alto, el sentido de propósito está realmente ligado al orgullo"", dice Julian Lute, Asesor Estratégico Senior de GPTW. El propósito también tiene que ver con la alineación. ""Cuando las personas sienten que no están alineadas con el propósito, la misión y ese entusiasmo, se sienten excluidas de la innovación"", dice Lute. Al respecto, da el ejemplo del sistema hospitalario, que podría hacer un gran trabajo reconociendo a los médicos y enfermeras con días especiales y campañas de narración de historias, pero al mismo tiempo descuidar al personal administrativo y a los profesionales del área de facturación. Entonces, en esos casos: ¿Qué tipo de mensaje se envía a un colaborador cuando trabaja en el sótano y nunca se lo reconoce por sus contribuciones? ""Puede haber personas que son fundamentales para una organización, cuyo trabajo está en exhibición y de cuyo desempeño hablan los ejecutivos, pero simplemente no logran ese brillo"", dice Lute. Cuando un empleado dice que su trabajo no es significativo, eso no quiere decir necesariamente que su trabajo no sea importante. Por ejemplo, sin personal de facturación, los hospitales no podrían obtener dinero de las aseguradoras. Sin embargo, estos colaboradores a menudo no sienten que se valora su esfuerzo. Hacer conexiones El propósito comienza con los líderes, pero los colaboradores también pueden ser influenciados por sus compañeros de trabajo. Si los colegas de otros departamentos no conectan tu trabajo con la misión general de la organización, algunos colaboradores pueden sentirse menospreciados o ignorados. “Imaginen una planta de fabricación donde el staff corporativo siempre está en desacuerdo con los colaboradores de la planta de producción”, dice Lute. Entonces: ¿Cómo ayudar a estos dos grupos a conectar los puntos entre su trabajo y el trabajo de sus colegas? En DHL, lograr que los empleados se conecten entre sí se ha convertido en una obsesión y la empresa de logística global lanzó un “pasaporte”. Esta es una herramienta donde los colaboradores pueden registrar interacciones con otros empleados de la compañía en su viaje. ""A medida que avanzan en su viaje, coleccionan sellos de finalización, premios de reconocimiento"", explica Rick Jackson, vicepresidente ejecutivo de participación y habilitación de Deutsche Post DHL Group en el podcast ""Better"". Los casos más difíciles de motivar ¿Quiénes son los colaboradores que tienen más probabilidades de tener dificultades para conectarse con un propósito? ""Son los probables sospechosos"", afirma Lute, identificando tres grupos: 1. Colaboradores de la primera línea, incluidos los gerentes Estos empleados generalmente se centran en la ejecución de una tarea comercial específica. Están de cara al cliente y se ocupan de los problemas del momento. No tienen el espacio para dar un paso atrás y ver el panorama general. Entonces, es fundamental que los colaboradores de la primera línea tengan la capacidad de pensar con rapidez y adaptarse para satisfacer las necesidades del cliente. Lute da el ejemplo de Wegmans , donde los empleados de la primera línea tienen la autoridad de ""atender al cliente como necesita ser atendido en ese momento"". Si un cliente necesita ayuda para encontrar un producto en otro departamento, los empleados tienen la autoridad de abandonar su puesto y atender al cliente. La magia proviene de cómo los líderes manejan a los colaboradores que toman la iniciativa, lo que Lute describe como ""no estar en modo de contar frijoles"". “Lo que realmente escuchás es: \'Sé lo que la empresa dice que debo hacer, pero en este momento tengo que hacerlo así\'”, dice Lute. Los líderes deben reconocer cuándo estas desviaciones del protocolo son intentos de estar a la altura de una misión superior, como brindar un excelente servicio al cliente. 2. Trabajadores temporales Estos empleados a menudo reciben un trato diferente al resto y se sienten menos dueños de sus contribuciones. Es posible que no asistan a las reuniones de la empresa ni reciban mensajes importantes por parte de la organización, incluso cuando estén haciendo algo realmente trascendente para su marca. 3. Empleados por hora En una organización típica de Estados Unidos, menos de la mitad (49%) de los trabajadores por hora declaran tener una tarea significativa. ""Cuando trabajás por hora, te concentrás en el horario"", dice Lute. ""Estás concentrado solo en conseguir horas, ganar dinero y todo cuenta"", concluye.   ']"
['PROCREAR: abren una nueva inscripción para acceder a LA CASA PROPIA'],"['  El Gobierno abrió una nueva posibilidad para inscribirse a los sorteos del programa de Créditos Procrear II y acceder a un préstamo para una casa propia o un lote con servicios, en los terrenos dispuestos por el Ministerio de Desarrollo Territorial y Hábitat a lo largo del país. ', '   Los solicitantes deberán corroborar previamente si cumplen con los requisitos del programa y verificar qué predios se encuentran con inscripción abierta en esta oportunidad. ', '   Los créditos se otorgan a tasa fija cero y con plazos máximos de hasta 30 años. Incorporan el coeficiente Casa Propia como fórmula de actualización crediticia y la fecha del sorteo todavía no fue anunciada. No obstante, como en las ediciones pasadas, se transmitirá en vivo y gratis por streaming desde el sitio web de Procrear y a través de una transmisión por la TV Pública, con horario a definir. Procrear 2023: requisitos para acceder a la casa propia  No haber sido beneficiario de planes de vivienda en los últimos diez (10) años No poseer bienes inmuebles registrados a nombre del solicitante, cónyuge o pareja conviviente Tener un Documento Nacional de Identidad vigente Ser argentino o extranjero con residencia permanente en el país Tener entre 18 y 64 años al momento de completar la inscripción Acreditar el estado civil declarado en el formulario de inscripción Presentar el Certificado de Discapacidad si corresponde Demostrar ingresos netos mensuales del grupo familiar conviviente (solicitante, cónyuge o pareja conviviente) en un rango de entre 1 SMVyM y 10 SMVyM Contar con al menos doce (12) meses de continuidad laboral registrada No tener antecedentes negativos en el Sistema Financiero durante los últimos nueve (9) meses En caso de estado civil casado, el cónyuge será considerado cotitular automáticamente  image.png     Es necesario completar un formulario en línea desde una computadora o un celular con conexión a internet (Foto: PROCREAR).  Procrear II: sorteo de viviendas de Desarrollos Urbanísticos En esta oportunidad, las ciudades en las que se sortearán viviendas de distintos Desarrollos Urbanísticos construidos por el Gobierno son:  Carmen de Patagones  Ituzaingó  Merlo  San Martín I  San Miguel  Estación Buenos Aires  Estación Sáenz  Puerto Madryn  Barrio Liceo  Cavenagh  San Francisco  Malargüe  San Rafael  Posadas  Río Gallegos I  Estación Cambios/Parque Federal  Sunchales  La Banda  Río Grande. También hay abierta una inscripción para Nuevos Predios que están pendientes en construcción en San Martín II, General Lagos, Roque Sáenz Peña, y Avellaneda. Participan en esta edición los Nuevos Predios en Baradero, Junín, Mercedes, Monte Hermoso, El Palomar, Trelew, Monte Maíz II, Pascanas II, Viamonte II, San Juan - La Ramada; Río Gallegos II, y Las Parejas. En este caso, quienes ya se habían anotado en las inscripciones pasadas, no necesitan volver a completar el formulario. Procrear II: sorteo de Lotes Los lotes que se sortean en esta nueva edición del Procrear II se encuentran en Bahía Blanca, Berazategui, Berisso, Coronel Pringles, Coronel Suárez, Exaltación de la Cruz, Hurlingham, La Plata, Las Flores, Mar Chiquita, Mar del Plata, Moreno, Olavarría, Pergamino, Puán, Saladillo, San Nicolás de los Arroyos, Tandil, Tapalqué, Tornquist, Trenque Lauquen, Villa Gesell, Campana, Luján, Mar del Plata, San Fernando del Valle de Catamarca, Puerto Madryn, Villa María, Goya, Gualeguaychú, Formosa, Centenario, San Martín de los Andes, Caleta Olivia, Río Gallegos, Esperanza, y Posadas. ']"
['La Justicia falló a favor de Claudia Villafañe en el juicio que le inicio Diego Maradona: los detalles'],"['   Antes de su muerte, Diego Maradona se encontraba en juicio desde el 2015 con su ex esposa, Claudia Villafañe, ya que la acusaba de haber comprado propiedades en Miami con dinero suyo y presentó cargos por enriquecimiento ilícito, incumplimiento del deber fiduciario robo y fraude. \n', '  ""Ahí se inicia una batalla que tardó 8 años... Y hoy hay una ganadora y hay un perdedor, que es Diego Armando Maradona, que seguramente no estaría contento"", informó el periodista Matías Vázquez en A la Tarde (América). \n', '  Lo cierto es que la causa se cerró el pasado 20 de octubre por decisión del juez Carlos López del circuito 11 de Florida debido a una falta de pruebas. Además el juez utilizó otros fundamentos donde alegó que el demandante no había presentado  ""ningún registro financiero, ni un solo extracto bancario, cheque, transferencia bancaria, registro de depósito de seguridad ni ninguna prueba de ningún tipo que pueda indicar que Maradona tenía posesión de los fondos en cuestión en el momento en que alega que fueron robados"". Por otra parte, no hubo evidencia que demuestre que Claudia realizó una malversación de fondos, y cuanto a los cargos por enriquecimiento ilícito,  la causa cayó ya que prescribe a los cuatro años y hasta el momento pasaron 23 años desde la fecha en que la madre de Dalma y Gianinna habría cometido el delito.   Claudia Villafañe y Diego Maradona       Emotivo posteo de Dalma Maradona por el cumpleaños de Claudia Villafañe Después de mandarla al frente con un detalle escatológico en medio del cuidado de sus nietas, Dalma Maradona compartió un emotivo posteo en Instagram el 22 de enero por los 61 años que cumplió su madre, Claudia Villafañe. Desde su cuenta en la red social, la hermana de Gianinna le dedicó un extenso mensaje a su amada mamá: ""Feliz cumple a la reina madre! ¿Qué voy a decirte que no sepas?… Mi ejemplo y mi amor infinito! La persona más buena que puede existir"", comenzó. ""Yo diría perfecta pero ella misma va a decir que no, que ella también se equivoca pero como todo lo haces desde el amor absoluto, no cuentan sus equivocaciones!"", siguió profunda Dalma. ""Aprendo de vos mucho más de lo crees y aunque sienta que te falta un poquito de maldad, te admiro así tal cual sos! Los que la conocen, saben que no hay mejor cosa que tener a la tatita en sus vidas! Y en realidad los que no la conocen también quieren tenerla!"", remarcó la madre de Azul y Roma. Y cerró a puro sentimiento: ""Te amo con todo mi corazón y mi alma entera! NUNCA NADA ES SUFICIENTE PARA AGRADECERTE TODO LO QUE HICISTE Y HACES POR MI Y POR MIS HIJAS! Te amo y ya estamos tramitando poner tu foto en el diccionario al lado de la palabra MAMÁ! Sonreí siempre que te queda hermoso @claudiavillafaneok"".   dalma maradona claudia villafañe.jpg        \n']"
['Cuáles son las predicciones para el precio de Bitcoin en los próximos meses'],"['  Últimamente, los aumentos y las caídas en el precio de Bitcoin (BTC) tienen al ecosistema cripto en vilo. La expectativa sobre los próximos pasos de la criptomoneda líder aumenta con cada noticia que afecta a su evolución en el corto plazo para poner fin, de una vez, el interminable criptoinvierno. ', '   Por supuesto, las señales del mercado aumentan los rumores sobre un repunte próximo, sostenido, por la posible aprobación del ETF de Bitcoin en los Estados Unidos y del próximo halving, dos factores que sin dudas serían factores decisivos para el salto definitivo en el precio de BTC. ', '   Hechos concretos. Durante el 2023, Bitcoin subió 70%, en gran parte, por las dos razones antes mencionadas. Esta tendencia, según la mayoría de los analistas, mantiene varias similitudes a lo que sucedió con los precios en 2017-2020, por lo que podría conducir hasta un definitivo mercado alcista. De hecho, ese camino condujo a la criptomoneda hasta su máximo histórico de USD 69.000, en noviembre de 2021. Por lo que muchos pronósticos coinciden en que Bitcoin podría subir hasta los USD 45K o USD 50K para fin de año. Al respecto, Geoff Kendrick, estratega jefe de Standard Chartered, declaró que “la creciente rentabilidad de los mineros reducirá su necesidad de vender BTC, lo que podría conducir a una menor oferta en relación con una demanda potencialmente creciente”. En efecto, el número de Bitcoin en poder de los mineros aumentó durante el hype de los Ordinals, en mayo de este año, y desde entonces se mantiene estable. Justamente por eso, los especialistas en el mercado demuestran cierto optimismo ante la posibilidad de que el precio de Bitcoin supere los 50 mil dólares. Precio de Bitcoin: ¿Llega a los USD 40.000 de manera inminente?  En este escenario positivo, Bitcoin se acercó al rango del 53% por primera vez desde 2021, y los enfrentamientos recientes en Medio Oriente podrían empujar todavía más la tendencia. Además, el precio de BTC superó los USD 30K esta semana, en medio de varios eventos alcistas, como la buena señal que recibió Grayscale para su ETF de Bitcoin.  Otro dato para imaginar un nuevo aumento del precio de BTC es la tasa de dominio de Bitcoin, que aumentó durante 10 días consecutivos, algo muy inusual para el mercado y que refuerza el perfil de “refugio seguro” para la criptomoneda líder y un consecuente repunte de precios. Es decir, con todas estas señales, la posibilidad de los USD 40K para el precio de BTC crece entre los más optimistas de la industria que, incluso, ven esta posibilidad para lo inmediato. Bitcoin ante un camino sinuoso Pese a todas estas buenas señales y las expectativas positivas de la comunidad cripto, Bitcoin todavía debe enfrentar algunos desafíos relacionados con las regulaciones y el “acoso” de las políticas de la Reserva Federal de Estados Unidos y, especialmente, de la Comisión de Bolsa y Valores (SEC) que, efectivamente, condujo a una reducción de la liquidez en el mercado. Por otra parte, es necesario remarcar que el mercado de criptomonedas es demasiado dinámico y volátil, permeable a muchos factores externos, por lo que todavía algunos inversores y analistas mantienen cierta cautela. Ellos, por su lado, recomiendan precaución y mantenerse actualizados sobre las más recientes novedades que puedan impactar en la cotización de Bitcoin y el resto de criptomonedas.   ']"
